"url","id","title","disc_cat_1","disc_cat_2","disc_cat_3","disc_cat_4","disc_cat_5"
"http://arcticdata.io/catalog/view/doi:10.18739/A2F24D","doi:10.18739/A2F24D","Hydroxyl (OH) airglow image data, Alaska, March 31, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D66D5R55","doi:10.5065/D66D5R55","Council NCAR ISS High Resolution Soundings - Tundra Site (C2) [Lynch, A.]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6KK98TJ","doi:10.5065/D6KK98TJ","Sir Wilfrid Laurier (SWL) Cruise Merged Chemistry Parameters (2005)","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D66D5R4Q","doi:10.5065/D66D5R4Q","Ivotuk Meteorological Data - Station Met2 [Hinzman, L.]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2191Z","doi:10.18739/A2191Z","Climate data Thule airport","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D69W0CHZ","doi:10.5065/D69W0CHZ","Particulate nitrogen and particulate organic carbon","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A24J9B","doi:10.18739/A24J9B","Hydroxyl (OH) airglow image data, Alaska, March 31, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D62B8W17","doi:10.5065/D62B8W17","USCGC Healy HLY-08-01 Ship Log - Weather Information [US Coast Guard]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2H23N","doi:10.18739/A2H23N","Hydroxyl (OH) airglow image data, Alaska, March 10, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DP8T","doi:10.18739/A2DP8T","ITEX Control Phenology synthesis dataset","biology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6TB151Q","doi:10.5065/D6TB151Q","ArcticRIMS: Daily Precipitation From Statistical Reconstructions","Atmospheric Science","model output",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2NN91","doi:10.18739/A2NN91","Photogrammetric scans of aerial photographs of North American glaciers, 1968. Roll 2 tiffs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A26W34","doi:10.18739/A26W34","Barrow buoy data - Emaiksoun Lake, 2013 (CALON)","Hydrology","Atmospheric Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6NP22KX","doi:10.5065/D6NP22KX","Snow Pit Data from Greenland Summit, 1989 to 1993","Cryology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2ZG6Z","doi:10.18739/A2ZG6Z","Weekly and Biweekly time series for tundra regions 1982-2011","Atmospheric Science","Oceanography","Cryology","climate",NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2B93H","doi:10.18739/A2B93H","16S rRNA sequences of high Arctic cryptoendolithic microorganisms","biology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6VX0DJ4","doi:10.5065/D6VX0DJ4","HLY-09-02 TeraScan Raw DMSP Satellite Data [Ashjian/LDEO]","aerial imagery/basemaps","Oceanography",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20Z4B","doi:10.18739/A20Z4B","Hydroxyl (OH) airglow image data, Alaska, March 18, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6MP51CN","doi:10.5065/D6MP51CN","HLY-02-03 Biomarkers (ASCII) [Benner, R.]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A22C77","doi:10.18739/A22C77","CTD Data 2010","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2SG51","doi:10.18739/A2SG51","Ocean water property observations reported from ice-tethered profiler(ITP) #36, Transpolar Drift, 2009","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2PC2T81X","doi:10.18739/A2PC2T81X","International Arctic Buoy Programme TXTUVPT Dataset [2013-2016]: 12-Hourly Interpolated position, velocity, sea level pressure (SLP), sea surface temperature (SST), and surface air temperature (SAT) Observations","Atmospheric Science","Oceanography",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D61R6NHP","doi:10.5065/D61R6NHP","Seabird Colony-based Studies 04.37 2010 (B65)","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6N29V1Q","doi:10.5065/D6N29V1Q","HX-235 ADCP Data [Woodgate, R.]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A21G56","doi:10.18739/A21G56","Petermann Fjord EK80 sonar data, Greenland, August 11 - 21, 2015","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DR2P78H","doi:10.18739/A2DR2P78H","Sedimentation in a Proglacial Lake: Interpreting Intra- and Inter-Annual Sedimentation in Linnévatnet, Spitsbergen, Norway, 2007","Hydrology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6JD4TT7","doi:10.5065/D6JD4TT7","HLY-09-02 POSMV and Navigation Data [Ashjian/LDEO]","Oceanography","cyberinfrastructure",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2WV5R","doi:10.18739/A2WV5R","Hydroxyl (OH) airglow image data, Alaska, April 5, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DV6S","doi:10.18739/A2DV6S","Hydroxyl (OH) airglow image data, Alaska, April 3, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A22B9N","doi:10.18739/A22B9N","Photogrammetric scans of aerial photographs of North American glaciers, 1990. Roll 1 jpegs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2P804","doi:10.18739/A2P804","Hydroxyl (OH) airglow image data, Alaska, February 1, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6F769PB","doi:10.5065/D6F769PB","Eurasian River Historical Nutrient and Sediment Flux Data","Hydrology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2R83W","doi:10.18739/A2R83W","Photogrammetric scans of aerial photographs of North American glaciers, 1977. Roll 3 thumbnails","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2D366","doi:10.18739/A2D366","Arctic Sea Ice: Weekly 2 of 4 (nic_weekly_1998_03_09_myr.v0.bin to nic_weekly_1999_03_01_thn.v0.bin)","Cryology","Oceanography",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6MS3QSK","doi:10.5065/D6MS3QSK","Stable isotope analysis for birds collected at sea (B77)","biology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2XK59","doi:10.18739/A2XK59","Event Log for 2011 Field Season","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GJ9F","doi:10.18739/A2GJ9F","Photogrammetric scans of aerial photographs of North American glaciers, 1993. Roll 4 thumbnails","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6FJ2DZR","doi:10.5065/D6FJ2DZR","Council Flux Data - Site 6 Low Shrub (Excel) [Beringer, J.]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2F57K","doi:10.18739/A2F57K","Hydroxyl (OH) airglow image data, Alaska, November 27, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2N01F","doi:10.18739/A2N01F","Arctic Coring Expedition (ACEX) core data","climate","ice cores",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2JM23F5K","doi:10.18739/A2JM23F5K","Soil Moisture ARCSS grid Barrow, Alaska 2015","Soil Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2JG67","doi:10.18739/A2JG67","Barrow_field_200804","Cryology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6KD1W0G","doi:10.5065/D6KD1W0G","HLY-02-03 Zooplankton Biomass [Smith, S.]","biology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2V05T","doi:10.18739/A2V05T","Soil Temperature ARCSS grid Barrow, Alaska 2012","Soil Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2M30S","doi:10.18739/A2M30S","Barrow buoy data - Emaiksoun Lake, 2015 (CALON)","Hydrology","Atmospheric Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D67H1GPD","doi:10.5065/D67H1GPD","HLY-04-02 NCAR EOL Service Group Cruise CD [NCAR EOL Service Group]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2BT1X","doi:10.18739/A2BT1X","Cloud microphysical properties at Arctic atmospheric observatories: Barrow, Alaska 2005","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6125QST","doi:10.5065/D6125QST","ArcticRIMS: Daily Simulated Runoff From Pan-Arctic Water Balance Model , Aggregated by Administrative Regions","model output","Hydrology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20K5X","doi:10.18739/A20K5X","Mooring data 2010-2011, south flank of Barrow Canyon","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6PK0D73","doi:10.5065/D6PK0D73","SBI HLY-04-03 Zooplankton [Smith, S.] (Excel format)","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2QJ77X58","doi:10.18739/A2QJ77X58","Core Atmospheric and Snow Measurements at Summit, Greenland Environmental Observatory: Atmospheric Chemistry","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2X87Z","doi:10.18739/A2X87Z","Mobile Instrumented Sensor Platform (MISP) spectroradiometer data, Atqasuk, Alaska, 2015","ecology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2JQ0ST90","doi:10.18739/A2JQ0ST90","Compilation of Calanus hyperboreus abundance data, Arctic Ocean, 1934-2016","ecology","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A26514","doi:10.18739/A26514","Hydroxyl (OH) airglow image data, Alaska, April 14, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6Z60M5C","doi:10.5065/D6Z60M5C","ArcticRIMS: NCEP Reanalysis Maximum Temperature, Aggregated by Administrative Regions","model output","Atmospheric Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2S24H","doi:10.18739/A2S24H","Photogrammetric scans of aerial photographs of North American glaciers, 1991. Roll 3 tiffs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6DV1H19","doi:10.5065/D6DV1H19","SnowModel Pan-Arctic Data 1979-2009","Cryology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6XP72Z7","doi:10.5065/D6XP72Z7","Greenland ice velocity during two lake drainage events (June 2011)","Hydrology","Cryology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D64Q7S11","doi:10.5065/D64Q7S11","Oil Industry Passive Acoustics Data [Hannay]","Oceanography","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2NW4J","doi:10.18739/A2NW4J","Seasonal Ice Zone Reconnaissance Survey Dropsonde","Cryology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2RW2Q","doi:10.18739/A2RW2Q","Event Log for 2012 Field Season","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6QC01HC","doi:10.5065/D6QC01HC","BEST Ice Chlorophyll (chl) 2009","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A22J8B","doi:10.18739/A22J8B","Hydroxyl (OH) airglow image data, Alaska, April 1, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6S46Q46","doi:10.5065/D6S46Q46","Council Bulk Density Data (Excel) [Beringer, J.]","Soil Science","ecology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2G30J","doi:10.18739/A2G30J","Sea Ice Melt Pond Data","Cryology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2G24Q","doi:10.18739/A2G24Q","Photogrammetric scans of aerial photographs of North American glaciers, 1994. Roll 2 jpegs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2XG1R","doi:10.18739/A2XG1R","Photogrammetric scans of aerial photographs of North American glaciers, 1993. Roll 2 tiffs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A22V6P","doi:10.18739/A22V6P","Photogrammetric scans of aerial photographs of North American glaciers, 1979. Roll 3 jpegs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2CJ7R","doi:10.18739/A2CJ7R","Hydroxyl (OH) airglow image data, Alaska, February 2, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6TT4NZK","doi:10.5065/D6TT4NZK","HLY-08-02 Plankton Isotopes","Oceanography","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2TK5C","doi:10.18739/A2TK5C","Shapefiles - Lake bathymetry, watershed delineation, lake surface area, site locations (CALON)","Hydrology","aerial imagery/basemaps",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6N58JGG","doi:10.5065/D6N58JGG","Declassified Satellite Imagery Acquired Near Barrow Alaska","aerial imagery/basemaps",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6VT1Q8M","doi:10.5065/D6VT1Q8M","Ivotuk MAT Site Grid Description with Photo [Walker, D.]","ecology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2WR63","doi:10.18739/A2WR63","Photogrammetric scans of aerial photographs of North American glaciers, 1991. Roll 3 jpegs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6Z899FB","doi:10.5065/D6Z899FB","Macrobenthic data from Bering to Chukchi Sea 1970 to 1974 [Blanchard]","Oceanography","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2RS32","doi:10.18739/A2RS32","Frobisher_Bay_Zooplankton_1967-1971_Grainger","Oceanography","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D62F7KKB","doi:10.5065/D62F7KKB","Biomass by Functional Type - Deadhorse MNT Site (Excel) [Walker, D.]","ecology","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GC1P","doi:10.18739/A2GC1P","Photogrammetric scans of aerial photographs of North American glaciers, 1971. Roll 3 tiffs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D66W982C","doi:10.5065/D66W982C","HLY-09-01 POSMV and Navigation Data [Cooper, L./LDEO]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6513W9R","doi:10.5065/D6513W9R","HLY-02-03 Satellite, AVHRR Channel 2 Imagery [NCAR/EOL]","aerial imagery/basemaps",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2RJ9X","doi:10.18739/A2RJ9X","Hydroxyl (OH) airglow image data, Alaska, February 28, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20D22","doi:10.18739/A20D22","CSASN Point Transects","Hydrology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6959FKV","doi:10.5065/D6959FKV","HLY-08-03 Raw 150 KHz ADCP Data [Sambrotto/LDEO]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6CR5RCV","doi:10.5065/D6CR5RCV","UAF Moored Acoustic Doppler Current Profiler (ADCP) Data","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2X31Z","doi:10.18739/A2X31Z","Daily time lapse photography of Linnévatnet 05Apr09 to24Jul09","Glaciology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2QV3C348","doi:10.18739/A2QV3C348","Vegetation classification and topography of Alaska","biology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D66W985Q","doi:10.5065/D66W985Q","2003 Helo Survey CTD Data [Christensen, J. and H. Melling]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D64Q7RZQ","doi:10.5065/D64Q7RZQ","Long-term observations on the Bering Sea shelf: ADCP data from mooring site 2","Oceanography","Atmospheric Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2GW3M","doi:10.18739/A2GW3M","Daily time lapse photography of Linnévatnet - south end","Glaciology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2416T00Z","doi:10.18739/A2416T00Z","GPS-derived data from the Pâkitsoq Region, Western Greenland Ice Sheet during the 2011 summer melt season","Glaciology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2M08S","doi:10.18739/A2M08S","Passive acoustic data from A2 in the Bering Strait for March 2015","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D63X84Q8","doi:10.5065/D63X84Q8","USCGC Healy HLY-04-02 Ship Log - Weather Information [USCG]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20G00","doi:10.18739/A20G00","Hydroxyl (OH) airglow image data, Alaska, March 7, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2VG5N","doi:10.18739/A2VG5N","Hydroxyl (OH) airglow image data, Alaska, December 1, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6VD6WJ1","doi:10.5065/D6VD6WJ1","Beaufort Sea Sediment Core Lipid Analysis, Station 44 (ASCII) [Harvey, R.]","Oceanography","geology/geophysics",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A21834279","doi:10.18739/A21834279","Elemental Quotas and Stoichiometry of Polar Diatoms, United States, Antarctica, Baffin Bay, and Norway, 2016-2018","Oceanography","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2K931567","doi:10.18739/A2K931567","WHOI Ice Tethered Profiler #23","Oceanography","Cryology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20P0WQ64","doi:10.18739/A20P0WQ64","Autonomous Ice Mass Balance Buoy Observations, Buoy 2015H, Beaufort Sea, Arctic Ocean, 2015","Cryology","Oceanography","Atmospheric Science",NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2V85K","doi:10.18739/A2V85K","Unfocused synthetic aperture radar processing of echogram data with delay and sum antenna array processing, Greenland, 2009","Cryology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6TQ5ZM5","doi:10.5065/D6TQ5ZM5","Western Arctic Benthic Community Structure and Biomass (MS Access) [Dunton K., J. Grebmeier, D. Maidment]","Oceanography","biology","ecology",NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6MC8X1Z","doi:10.5065/D6MC8X1Z","Sediment pore-water dissolved oxygen","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D64M92N4","doi:10.5065/D64M92N4","HLY-02-03 226Ra and 228Ra Data (Excel) [Kadko, D.]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2K06X10B","doi:10.18739/A2K06X10B","Autonomous Ice Mass Balance Buoy Observations, Buoy 2007D, Central Arctic, 2007","Cryology","Oceanography","Atmospheric Science",NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6RR1WF9","doi:10.5065/D6RR1WF9","Council Flux Data - NCAR ISS Tundra Site (ASCII) [Beringer, J.]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D68K7752","doi:10.5065/D68K7752","Digital Elevation Models for Aerial Stereographic Flights, 2002-2010","aerial imagery/basemaps",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A29K8V","doi:10.18739/A29K8V","Adaptive long-term fasting in land and ice-bound polar bears: Data Table","ecology","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2V97ZR7H","doi:10.18739/A2V97ZR7H","Estimating fluxes of greenhouse gasses along the Yenisei River, Siberia, 2016","Atmospheric Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A20C67","doi:10.18739/A20C67","Hydroxyl (OH) airglow image data, Alaska, December 18, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2V58P","doi:10.18739/A2V58P","Bering2011_laser_Flight2","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2QG28","doi:10.18739/A2QG28","Focused synthetic aperture radar processing of echogram data with delay and sum antenna array processing, Greenland, March 31 - April 7, 2009","aerial imagery/basemaps","Cryology","Glaciology",NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D60C4SWD","doi:10.5065/D60C4SWD","HLY-02-03 Bacterial Abundance and Production (Excel) [Kirchman, D.]","Oceanography","biology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2H364","doi:10.18739/A2H364","SICSP: Geomorphology","geology/geophysics",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D66W9865","doi:10.5065/D66W9865","USCGC Healy HLY-02-03 Ship Log - Weather Information [USCG]","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2CS8J","doi:10.18739/A2CS8J","Radar profiling data collected on Breidamerkurjokull in 2012","Cryology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2W87N","doi:10.18739/A2W87N","Hydroxyl (OH) airglow image data, Alaska, October 11, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2V244","doi:10.18739/A2V244","Photogrammetric scans of aerial photographs of North American glaciers, 1977. Roll 5 tiffs","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6ZG6QCB","doi:10.5065/D6ZG6QCB","Borehole Temperatures from the North Slope of Alaska, 1977-2002","Soil Science","Soil Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2833MX9Q","doi:10.18739/A2833MX9Q","Sedimentological, biogeochemical and geochronological data of yedoma and thermokarst deposits in Baldwin Peninsula, West-Alaska, 2016","Soil Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6J38QMQ","doi:10.5065/D6J38QMQ","HLY-04-02 ADCP Data (30-min Averages) [Muenchow, A.]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2MG6V","doi:10.18739/A2MG6V","Barrow_field_200903_photos","Cryology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2T86N","doi:10.18739/A2T86N","Mobile Instrumented Sensor Platform (MISP) Datalogger Barrow, Alaska, 2015","ecology",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A25225","doi:10.18739/A25225","Arctic Sea Ice: binary","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2R513","doi:10.18739/A2R513","Hydroxyl (OH) airglow image data, Alaska, January 20, 2012","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6J67F2W","doi:10.5065/D6J67F2W","HLY-02-01 Satellite, AVHRR Channel 2 Imagery [NCAR/EOL]","aerial imagery/basemaps",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2XW47V9G","doi:10.18739/A2XW47V9G","Autonomous Ice Mass Balance Buoy Observations, Buoy 2005C, Beaufort Sea, Arctic Ocean, 2005","Cryology","Oceanography","Atmospheric Science",NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2TQ0V","doi:10.18739/A2TQ0V","Passive acoustic data from A2 in the Bering Strait 9 of 10 (140613_040000_AU_BS02.wav to 140801_200000_AU_BS02.wav)","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2F36H","doi:10.18739/A2F36H","Cloud-scale turbulent dissipation rate, 2007","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6222RWR","doi:10.5065/D6222RWR","BAID: NARL BAR flights Index by Quad (1948-49)","aerial imagery/basemaps",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DZ03145","doi:10.18739/A2DZ03145","Kite Aerial Photography NIMS grid Barrow, Alaska 2015","aerial imagery/basemaps","ecology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2WS8HK7D","doi:10.18739/A2WS8HK7D","Autonomous Ice Mass Balance Buoy Observations, Buoy 2004D, Central Arctic, 2004","Cryology","Oceanography","Atmospheric Science",NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A25C6S","doi:10.18739/A25C6S","Chinese Arctic Research Expedition 2012 (CHINARE12) cruise western Arctic Ocean carbonate data","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2XR6D","doi:10.18739/A2XR6D","Photogrammetric scans of aerial photographs of North American glaciers, 1992. Roll 4 thumbnails","aerial imagery/basemaps","Glaciology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2B869","doi:10.18739/A2B869","Hydroxyl (OH) airglow image data, Alaska, September 15, 2011","Atmospheric Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D63T9FCV","doi:10.5065/D63T9FCV","ArcticRIMS: NCEP Reanalysis Precipitation, Aggregated by Administrative Regions","model output","Atmospheric Science",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6VH5M06","doi:10.5065/D6VH5M06","Model Output Assessing Net Carbon Exchange Across the Arctic Tundra-Boreal Forest Transition in Alaska, 1981-2000","model output","ecology",NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6222RSD","doi:10.5065/D6222RSD","ANIMIDA Sediment Contaminants [Trefry]","Oceanography",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.5065/D6HQ3X1K","doi:10.5065/D6HQ3X1K","Soil Descriptions and Soil Chemistry for LAII/ATLAS Winter Carbon Flux Sites, Alaska, 1992 and 1998-2000","Soil Science",NA,NA,NA,NA
"http://arcticdata.io/catalog/view/doi:10.18739/A2DK7D","doi:10.18739/A2DK7D","Bering Strait Norseman2 2013 Cruise report","Oceanography",NA,NA,NA,NA
