"","id","dateUploaded","datasource","title"
"2621","doi:10.18739/A2KW72","2016-04-02T10:41:35.320Z","urn:node:ARCTIC","IPY Middle Atmosphere Temperatures from Rayleigh Lidar in Alaska"
"2622","doi:10.18739/A2JB77","2017-07-21T03:30:24.528Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1990. Roll 2 thumbnails"
"2623","doi:10.5065/D65Q4T79","2016-04-02T11:13:42.187Z","urn:node:ARCTIC","ArcticRIMS: NCEP Reanalysis LongWaveNet Radiation, Aggregated by Administrative Regions"
"2624","doi:10.18739/A2TJ7S","2017-07-24T19:22:47.297Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1993. Roll 4 jpegs"
"2625","doi:10.18739/A2K00F","2018-03-05T18:23:52.278Z","urn:node:ARCTIC","Collocation of cloud microphysical properties from space-based instruments, carbon monoxide concentration from a numerical model, and meteorological parameters from reanalysis in the Arctic, 2005-2010"
"2626","doi:10.18739/A2XS5JG46","2018-05-24T16:56:40.714Z","urn:node:ARCTIC","Surficial Geology of the Kongressvatnet Catchment, Svalbard, Norway, 2007"
"2627","doi:10.18739/A22062","2016-04-02T06:25:59.880Z","urn:node:ARCTIC","Historical data"
"2628","doi:10.18739/A21N82","2017-09-08T19:42:43.029Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, April 6, 2011"
"2629","doi:10.18739/A2KP4V","2016-04-02T05:40:15.228Z","urn:node:ARCTIC","UVSIMN Version2 Summit Ozone"
"2630","doi:10.18739/A2862BB03","2018-05-22T22:41:26.117Z","urn:node:ARCTIC","Methane and nitrogen Isotope data for the last glacial-interglacial transition from Rosen et al. 2014 (Nature Geosciences)"
"2631","doi:10.5065/D60K26NJ","2016-04-02T11:53:15.008Z","urn:node:ARCTIC","SNACS: Environmental Variability, Bowhead Whale Distributions, and Inupiat Subsistence Whaling - event log"
"2632","doi:10.18739/A2880D","2017-07-26T02:03:07.543Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1977. Roll 3 thumbnails"
"2633","doi:10.5065/D6ZS2TJD","2016-04-02T12:01:25.459Z","urn:node:ARCTIC","Average Water Column Temperature, Summer, Gridded [Ashjian]"
"2634","doi:10.18739/A2953T","2017-09-08T19:07:21.293Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, April 4, 2011"
"2635","doi:10.5065/D65T3HNM","2016-04-02T15:02:57.309Z","urn:node:ARCTIC","Council Climate Data - Heath Site (Excel) [Beringer, J.]"
"2636","doi:10.5065/D6BZ644D","2016-04-02T12:28:27.578Z","urn:node:ARCTIC","Thorium and Uranium Radioisotope Data from HLY-04-03 [Moran, S. B.]"
"2637","doi:10.5065/D6PZ56X8","2016-04-02T11:42:54.500Z","urn:node:ARCTIC","Soil Temperatures for Happy Valley and Barrow, Alaska, USA"
"2638","doi:10.18739/A2CQ0T","2016-06-17T19:29:33.150Z","urn:node:ARCTIC","WHOI Ice Tethered Profiler #28"
"2639","doi:10.18739/A2C92F","2016-04-02T05:31:31.221Z","urn:node:ARCTIC","GBM-based predictions of future fire activity in Alaska"
"2640","doi:10.18739/A2482X","2017-08-24T22:40:33.845Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, November 16, 2012"
"2641","doi:10.18739/A2HH6C55G","2018-11-15T20:40:59.916Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2007F, Beaufort Sea, Arctic Ocean, 2007"
"2642","doi:10.18739/A26N5G","2017-07-25T04:35:30.877Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1975. Roll 1 jpegs"
"2643","doi:10.18739/A2WM13T2S","2019-02-22T20:58:24.660Z","urn:node:ARCTIC","Arctic Ocean net primary productivity and water quality - Arctic System Science Primary Production observational synthesis project, 1954 - 2006"
"2644","doi:10.5065/D6KK98WF","2016-04-02T10:45:47.504Z","urn:node:ARCTIC","Landsat Derived Historical Lake Extents for the Barrow Peninsula"
"2645","doi:10.18739/A2590T","2016-04-02T05:01:59.936Z","urn:node:ARCTIC","Jan 29, 2012"
"2646","doi:10.18739/A2NS4H","2016-04-02T05:55:42.034Z","urn:node:ARCTIC","Kehrl 2010 Quantifying Sedimentation Processes and Rates through Repeat Bathymetry at Kronebreen and Kongsvegen Glaciers, Svalbard, Norway"
"2647","doi:10.18739/A20921","2016-04-02T10:02:45.484Z","urn:node:ARCTIC","High Resolution Timelapse Images for Columbia Glacier"
"2648","doi:10.5065/D62J68Z6","2016-04-02T11:30:43.086Z","urn:node:ARCTIC","Ethane measurements in air extracted from Greenland and Antarctic ice cores"
"2649","doi:10.18739/A2GS0F","2017-11-21T23:02:17.062Z","urn:node:ARCTIC","Ethane measurements in air extracted from Greenland and Antarctic ice cores"
"2650","doi:10.18739/A2C35H","2016-04-02T10:15:54.388Z","urn:node:ARCTIC","Autonomous Ocean Flux Buoy 12"
"2651","doi:10.5065/D6S46Q3R","2016-04-02T15:53:35.552Z","urn:node:ARCTIC","Ivotuk Site Aerial Imagery [Sturm, M.]"
"2652","doi:10.5065/D62V2D71","2016-04-02T12:27:18.575Z","urn:node:ARCTIC","USCGC Healy HLY-02-01 Hourly Position and Weather Data [NCAR/EOL]"
"2653","doi:10.5065/D6MP5189","2016-04-02T07:29:48.114Z","urn:node:ARCTIC","Depth-integrated midwater pollock biomass in June, July, and August 2010 (B62)"
"2654","doi:10.18739/A21R7Q","2017-09-08T00:13:06.694Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1977. Roll 1 thumbnails"
"2655","doi:10.18739/A2BK4N","2018-05-10T20:53:44.997Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, November 26, 2011"
"2656","doi:10.5065/D68W3BGX","2016-04-02T15:14:46.530Z","urn:node:ARCTIC","Modeling the Effect of Snowpack on Respiration - TEM Model [McGuire, A. D.]"
"2657","doi:10.5065/D6P26W4N","2016-04-02T06:41:42.090Z","urn:node:ARCTIC","HLY-06-01 Sensor Calibration Data [Grebmeier/LDEO]"
"2658","doi:10.18739/A23W1F","2018-04-09T21:46:57.672Z","urn:node:ARCTIC","WHOI Ice Tethered Profiler #17"
"2659","doi:10.5065/D6JH3J7Z","2016-04-02T08:46:14.372Z","urn:node:ARCTIC","MAR v3.2 regional climate model data for Greenland (1958-2013)"
"2660","doi:10.18739/A21R6B","2017-08-22T23:59:35.970Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, March 28, 2012"
"2661","doi:10.5065/D62805SP","2016-04-02T15:13:09.112Z","urn:node:ARCTIC","Ivotuk Snow Temperature Data (Excel) [Sturm, M., G. Liston, J. Holmgren]"
"2662","doi:10.5065/D6RN35W5","2016-04-02T12:05:14.441Z","urn:node:ARCTIC","Industry Data for Chukchi Sea 2008 Burger and Klondike Biota Contaminants [Trefry]"
"2663","doi:10.18739/A2GH0P","2016-04-02T09:56:29.818Z","urn:node:ARCTIC","The Greenland GPS Network (GNET): Geodetic characterization of water vapor, climate cycles, climate change and ice mass balance"
"2664","doi:10.18739/A29W66","2016-04-02T09:51:51.682Z","urn:node:ARCTIC","Toolik Snowfence Experiment Ecosystem CO2 Fluxes"
"2665","doi:10.18739/A22P46","2016-04-02T05:10:16.643Z","urn:node:ARCTIC","Imnavait_timeseries_photos"
"2666","doi:10.5065/D6S75DF5","2016-04-02T12:25:11.524Z","urn:node:ARCTIC","HLY-02-01 Primary Production (ASCII) [Hill, V.]"
"2667","doi:10.18739/A2HP47","2016-04-02T05:10:50.710Z","urn:node:ARCTIC","Barrow_field_misc_metadata"
"2668","doi:10.5065/D6WH2N6G","2016-04-02T14:56:35.570Z","urn:node:ARCTIC","Lavrentiya Eddy Covariance Data [Zalmolodchikov, D.]"
"2669","doi:10.5065/D64747V6","2016-04-02T06:35:05.454Z","urn:node:ARCTIC","HLY-07-01 TeraScan Raw Satellite Data [Sambrotto/LDEO]"
"2670","doi:10.5065/D63776W2","2016-04-02T14:48:47.936Z","urn:node:ARCTIC","Council Flux Data - Site 4 Woodland (Excel) [Beringer, J.]"
"2671","doi:10.18739/A2131W","2016-04-02T03:37:57.849Z","urn:node:ARCTIC","Oct 28"
"2672","doi:10.18739/A2451H","2017-09-05T21:17:20.275Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, March 6, 2011"
"2673","doi:10.18739/A24C06","2017-08-23T22:27:31.820Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, April 8, 2012"
"2674","doi:10.18739/A2G08J","2016-10-20T22:48:45.660Z","urn:node:ARCTIC","SIZONET Snow depths on sea ice from data interpolation and modeling"
"2675","doi:10.5065/D60863DK","2016-04-02T11:30:30.397Z","urn:node:ARCTIC","Biocomplexity of Patterned Ground: Isachsen Expedition"
"2676","doi:10.18739/A21P4W","2016-04-02T04:25:11.117Z","urn:node:ARCTIC","Barrow_field_201103_SnowDepthandDrift"
"2677","doi:10.18739/A2ZG7B","2016-04-02T08:32:22.237Z","urn:node:ARCTIC","U2: Barrow active-layer thickness (CRREL)"
"2678","doi:10.18739/A29109","2017-04-11T21:12:59.897Z","urn:node:ARCTIC","Ocean water property observations reported from ice-tethered profiler(ITP) #32, Beaufort Sea, 2009"
"2679","doi:10.5065/D6ZS2TNR","2016-04-02T14:49:22.303Z","urn:node:ARCTIC","Hourly Average Soil, Air and Ground Temperatures - Council Tundra Site [Romanovsky, V.]"
"2680","doi:10.5065/D6S75DBT","2016-04-02T07:10:27.711Z","urn:node:ARCTIC","HLY-09-01 Raw Knudsen 320B/R Depth Sounder Data [Cooper, L./LDEO]"
"2681","doi:10.18739/A2ZC5J","2018-02-09T22:36:24.520Z","urn:node:ARCTIC","Large Area Estimates of Carbon Fluxes of Arctic Landscapes"
"2682","doi:10.5065/D63N21H9","2016-04-02T11:01:27.020Z","urn:node:ARCTIC","Circulation in the Freshwater Switchyard of the Arctic Ocean: University of Washington CTD Profile Data"
"2683","doi:10.18739/A28914","2016-04-02T10:14:16.795Z","urn:node:ARCTIC","Autonomous Ocean Flux Buoy 4"
"2684","doi:10.18739/A2319S246","2018-05-30T18:57:28.716Z","urn:node:ARCTIC","USCGC Healy HLY-02-03 1-Minute Position and Weather Data"
"2685","doi:10.18739/A27F5Q","2017-07-03T22:07:27.790Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1994. Roll 2 thumbnails"
"2686","doi:10.18739/A2307R","2016-09-21T17:46:02.632Z","urn:node:ARCTIC","Passive acoustic data from A2W in the Bering Strait 7 of 7 (130413_180000_AU_BS02.wav to 130515_230000_AU_BS02.wav)"
"2687","doi:10.18739/A2X076","2016-04-02T11:57:30.972Z","urn:node:ARCTIC","ArcticRIMS: NCEP Reanalysis ShortWaveDown Radiation, Aggregated by Administrative Regions"
"2688","doi:10.18739/A2M29V","2018-05-08T22:07:18.227Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, September 23, 2011"
"2689","doi:10.5065/D60C4STH","2016-04-02T06:33:08.809Z","urn:node:ARCTIC","HLY-09-02 Microzooplankton Grazing"
"2690","doi:10.18739/A2VN6R","2017-08-18T01:50:58.672Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1981. Roll 1 tiffs"
"2691","doi:10.18739/A2HP5M","2016-04-02T05:24:20.928Z","urn:node:ARCTIC","Daily time lapse photography of Linnévatnet - north end 06Aug10 to 21Apr11"
"2692","doi:10.5065/D69S1P43","2016-04-02T12:48:50.721Z","urn:node:ARCTIC","HLY-02-03 ADCP Data (30-min Averages) [Muenchow, A.]"
"2693","doi:10.18739/A2BG84","2016-04-02T03:32:41.974Z","urn:node:ARCTIC","Dec 16"
"2694","doi:10.5065/D6833Q5H","2016-04-02T15:32:08.431Z","urn:node:ARCTIC","Ivotuk Moss Site Grid Aerial Photo [Walker, D.]"
"2695","doi:10.18739/A20531","2017-09-07T00:35:35.858Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1979. Roll 1 jpegs"
"2696","doi:10.18739/A2KG6J","2016-04-02T05:12:42.201Z","urn:node:ARCTIC","Barrow_field_200905"
"2697","doi:10.18739/A2SQ8QH1G","2018-05-29T21:27:56.812Z","urn:node:ARCTIC","Hydrochemical Study of the Linnebreen Catchment, 2006"
"2698","doi:10.18739/A2FD23","2016-09-20T22:59:35.670Z","urn:node:ARCTIC","Arctic Sea Ice: Weekly 3 of 4 (nic_weekly_1998_08_17_myr.v0.bin to nic_weekly_2002_09_30_tot.v0.bin)"
"2699","doi:10.5065/D6R78C6F","2016-04-02T07:21:11.185Z","urn:node:ARCTIC","Long-term observations on the Bering Sea shelf: Sediment Trap Flux data from mooring site 2"
"2700","doi:10.18739/A2X921H9W","2018-05-30T23:11:47.885Z","urn:node:ARCTIC","NBP03-04a Service Group Bottle Data (WHP Format)"
"2701","doi:10.18739/A2V592","2016-04-02T05:39:51.863Z","urn:node:ARCTIC","UVSIMN Version2 Summit Integrals Doserates"
"2702","doi:10.5065/D6K935JP","2016-04-02T06:27:39.028Z","urn:node:ARCTIC","Satellite-derived polynya areas in the northern Bering Sea"
"2703","doi:10.5065/D6PC30GB","2016-04-02T11:08:15.309Z","urn:node:ARCTIC","Sea Ice Melt Ponds: Core Temp, Salinity, and Isotope Data"
"2704","doi:10.18739/A2K073","2016-09-21T20:03:24.766Z","urn:node:ARCTIC","Passive acoustic data from A4W in the Bering Strait 4 of 5 (130417_030000_AU_BS04.wav to 130522_110000_AU_BS04.wav)"
"2705","doi:10.5065/D6W37TFF","2016-04-02T11:45:28.525Z","urn:node:ARCTIC","SBI Cruise HLY0201 merged bottle dataset"
"2706","doi:10.18739/A2P236","2017-08-26T00:05:31.766Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, November 28, 2012"
"2707","doi:10.18739/A2D50FX03","2018-05-31T22:40:48.791Z","urn:node:ARCTIC","Kongsbreen Imagery, Svalbard, Norway, 2016"
"2708","doi:10.18739/A27625","2016-04-02T04:06:45.899Z","urn:node:ARCTIC","15"
"2709","doi:10.5065/D67942T9","2016-04-02T11:15:48.813Z","urn:node:ARCTIC","Controls on Carbon Flux in Moist Acidic Versus Nonacidic Tundra, Arctic LTER Data"
"2710","doi:10.5065/D6V98660","2016-04-02T11:35:57.683Z","urn:node:ARCTIC","ArcticRIMS: NCEP Reanalysis Temperature, Aggregated by Administrative Regions"
"2711","doi:10.18739/A2354B","2017-09-12T20:31:54.922Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1971. Roll 1 tiffs - Fiducials"
"2712","doi:10.18739/A2VN5C","2017-07-21T07:33:25.917Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1979. Roll 5 jpegs"
"2713","doi:10.18739/A2GV9J","2017-11-09T00:08:12.187Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1975. Roll 2 tiffs - Fiducials"
"2714","doi:10.18739/A2M226","2017-08-01T19:53:37.052Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, February 6, 2011"
"2715","doi:10.18739/A2CR4P","2017-07-20T19:01:10.342Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1979. Roll 2 thumbnails"
"2716","doi:10.5065/D6F769NW","2016-04-02T12:58:14.143Z","urn:node:ARCTIC","HLY-02-01 Phytoplankton ID (ASCII) [Grebmeier, J.]"
"2717","doi:10.18739/A2022M","2017-07-25T04:07:09.527Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1979. Roll 4 tiffs"
"2718","doi:10.18739/A2XR51","2017-08-16T18:55:39.814Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, January 30, 2012"
"2719","doi:10.18739/A2830P","2016-04-02T07:43:08.373Z","urn:node:ARCTIC","2013 Hydgrographic, chlorophyll and CDOM fluorescence, and optical backscattering data collected using an Acrobat towed profiler"
"2720","doi:10.5065/D65D8Q1S","2016-04-02T15:49:32.587Z","urn:node:ARCTIC","Council Climate Data - Shallow Lake Site (ASCII) [Beringer, J.]"
"2721","doi:10.18739/A27H1W","2016-04-02T06:18:21.258Z","urn:node:ARCTIC","Generalized Boosting Models predicting 30-yr probability of fire"
"2722","doi:10.5065/D6T43R57","2016-04-02T13:23:33.511Z","urn:node:ARCTIC","B-3 Probe Data from P1-92-AR (ASCII) [Darby, D.]"
"2723","doi:10.18739/A2086356K","2019-09-19T19:27:18.609Z","urn:node:ARCTIC","Arctic Alaska Tundra and Lake Snow Surveys from 2012-2018"
"2724","doi:10.5065/D6BC3WN7","2016-04-02T12:20:54.574Z","urn:node:ARCTIC","2004 Winter Survey Profiles of Temperature, Salinity, Density and Nutrients [Christensen, J.]"
"2725","doi:10.5065/D6P55KHH","2016-04-02T07:11:37.194Z","urn:node:ARCTIC","HLY-08-01 and HLY-08-02 Epibenthos Survey of the Bering Sea - video analyses"
"2726","doi:10.18739/A27K7V","2016-04-02T05:29:25.435Z","urn:node:ARCTIC","April 2012"
"2727","doi:10.18739/A24Z5Z","2017-09-06T03:40:18.936Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1986. Roll 1 tiffs"
"2728","doi:10.18739/A22B88","2017-08-17T22:06:45.650Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1974. Roll 1 jpegs"
"2729","doi:10.5065/D68W3BHC","2016-04-02T15:40:41.882Z","urn:node:ARCTIC","Alaska Temperature Data [Welker, J., J. Fahnestock]"
"2730","doi:10.18739/A2FC5W","2018-03-20T18:06:38.545Z","urn:node:ARCTIC","Floating and bedfast lake ice regimes across Arctic Alaska using space-borne SAR imagery from 1992-2016"
"2731","doi:10.18739/A2N82K","2017-09-02T02:06:35.883Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1991. Roll 3 thumbnails"
"2732","doi:10.18739/A2Z23P","2017-09-16T00:40:01.046Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1975. Roll 1 thumbnails"
"2733","doi:10.5065/D6PN93SN","2016-04-02T15:08:58.972Z","urn:node:ARCTIC","Council NCAR ISS High Resolution Soundings - Tundra Site (C2) [Lynch, A.]"
"2734","doi:10.5065/D6Z31WTJ","2016-04-02T14:58:05.709Z","urn:node:ARCTIC","Daily Average Soil, Air and Ground Temperatures - Ivotuk Moist non-Acidic Tundra Site [Romanovsky, V.]"
"2735","doi:10.18739/A2154DN82","2018-06-28T21:00:59.819Z","urn:node:ARCTIC","Hydrographic CCGS Louis S. St-Laurent Cruise CTD and Geochemistry Data 2015"
"2736","doi:10.18739/A29K7G","2016-04-02T03:34:51.443Z","urn:node:ARCTIC","Dec 12"
"2737","doi:10.5065/D68G8HPF","2016-04-02T07:01:39.172Z","urn:node:ARCTIC","HLY-09-02 Elog Event Data [Ashjian/LDEO]"
"2738","doi:10.18739/A2183C","2017-09-06T04:00:20.125Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1988. Roll 1 tiffs - Fiducials"
"2739","doi:10.5065/D6T72FKJ","2016-04-02T12:27:52.370Z","urn:node:ARCTIC","P-1 Corrected Probe Data from P1-92-AR (Excel) [Darby, D.]"
"2740","doi:10.5065/D6VD6WKG","2016-04-02T11:57:19.811Z","urn:node:ARCTIC","ArcticRIMS: NCEP Reanalysis Precipitation"
"2741","doi:10.5065/D6X0656B","2016-04-02T15:44:56.980Z","urn:node:ARCTIC","Daily Average Soil, Air and Ground Temperatures - Ivotuk Moist Acidic Tundra Site [Romanovsky, V.]"
"2742","doi:10.18739/A29G8T","2016-04-02T04:36:45.064Z","urn:node:ARCTIC","April 10, 2012"
"2743","doi:10.18739/A2H41JM7N","2019-09-19T21:57:02.824Z","urn:node:ARCTIC","Biogeochemical lake samples for the Circumarctic Lakes Observation Network (CALON), North Slope, Alaska, 2012-2015"
"2744","doi:10.18739/A2930NV40","2019-09-17T22:38:38.301Z","urn:node:ARCTIC","Microbial community composition of lake sediment in Thule, Greenland during the summer of 2014"
"2745","doi:10.5065/D6X928BZ","2016-04-02T14:02:37.232Z","urn:node:ARCTIC","CHAOZ 2010 Passive Acoustic Sonobuoy Data"
"2746","doi:10.18739/A2JR8R","2017-10-18T19:35:09.864Z","urn:node:ARCTIC","Focused synthetic aperture radar processing of echogram data with Multiple Signal Classification (MUSIC) antenna array processing, Greenland, March 31 - April 7, 2009"
"2747","doi:10.18739/A27P07","2017-10-04T22:18:42.454Z","urn:node:ARCTIC","Focused synthetic aperture radar processing of echogram data with Minimum Variance Distortionless Response (MVDR) antenna array processing, Greenland, July 15 - July 23, 2008"
"2748","doi:10.5065/D6SJ1HP4","2016-04-02T12:43:26.232Z","urn:node:ARCTIC","HLY-04-02 Suspended Particulate Organic Matter (sPOM) Data (Excel) [Bates, N. R.]"
"2749","doi:10.18739/A23G8Z","2016-04-02T04:57:20.006Z","urn:node:ARCTIC","Jan 3, 2012"
"2750","doi:10.5065/D6KP808Q","2016-04-02T13:00:07.132Z","urn:node:ARCTIC","HLY-02-01 ADCP Data (10-min Averages) [Muenchow, A.]"
"2751","doi:10.18739/A2V600","2016-04-02T05:19:49.166Z","urn:node:ARCTIC","Daily time lapse photography of Linnébreen forefield 22Apr to 16Jul11"
"2752","doi:10.5065/D6Z036BQ","2016-04-02T15:23:22.222Z","urn:node:ARCTIC","East Siberian Transect - Air, Ground Temperature and Snow Depth - Additional Stations (Excel) [Romanovsky, V.]"
"2753","doi:10.18739/A2KC88","2016-04-02T08:27:36.321Z","urn:node:ARCTIC","North Pole Bottom Pressure Records"
"2754","doi:10.18739/A2NZ2G","2017-07-21T16:28:33.845Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1978. Roll 3 jpegs"
"2755","doi:10.5065/D68913X7","2016-04-02T12:55:15.101Z","urn:node:ARCTIC","HLY-02-03 Primary Production (Excel) [Hill, V.]"
"2756","doi:10.5065/D6542KN5","2016-04-02T13:08:30.690Z","urn:node:ARCTIC","HLY-03-03 Service Group Bottle Data [Swift, J. et al.]"
"2757","doi:10.5065/D6000038","2016-04-02T07:29:13.702Z","urn:node:ARCTIC","Seasonal Variability in Fatty Acid and Lipid Content in the Blubber of Pacific Walruses 2008"
"2758","doi:10.18739/A2Q525","2017-08-24T01:50:56.389Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1967. Roll 4 tiffs"
"2759","doi:10.18739/A2XG9F97K","2018-09-04T23:35:41.501Z","urn:node:ARCTIC","Kongsfjorden Ocean Temperatures. Svalbard, Norway, 2016"
"2760","doi:10.18739/A2MG8M","2016-04-02T04:56:01.097Z","urn:node:ARCTIC","Jan 13, 2012"
"2761","doi:10.5065/D6G44N92","2016-04-02T12:01:48.182Z","urn:node:ARCTIC","Oil Industry Fisheries Data"
"2762","doi:10.5065/D6JM27TH","2016-04-02T15:41:18.097Z","urn:node:ARCTIC","Council Flux Data - Shrub Site (Excel) [Beringer, J.]"
"2763","doi:10.5065/D6DJ5CPK","2016-04-02T12:49:14.222Z","urn:node:ARCTIC","Primary Production Estimate of Sea Ice Algae [Gradinger, R.]"
"2764","doi:10.5065/D6RV0KW2","2016-04-02T15:28:21.026Z","urn:node:ARCTIC","Biomass and LAI and NDVI Meas. - Site Factors (Excel) [Walker, D.]"
"2765","doi:10.18739/A25Q4RM2M","2019-09-19T22:31:34.804Z","urn:node:ARCTIC","Marine Mammal Watch, Northern Bering Sea and Chukchi Sea, August-September, 2017"
"2766","doi:10.5065/D6B85679","2016-04-02T12:16:34.316Z","urn:node:ARCTIC","HLY-04-03 Primary Production (Excel) [Hill, V.]"
"2767","doi:10.18739/A2G73733R","2018-05-30T18:37:54.490Z","urn:node:ARCTIC","USCGC Healy HLY-02-01 Hourly Position and Weather Data [NCAR/EOL]"
"2768","doi:10.5065/D6TQ5ZP2","2016-04-02T15:26:36.936Z","urn:node:ARCTIC","Seward Peninsula Tree Establishment Metadata [Lloyd, A.]"
"2769","doi:10.18739/A2GP25","2018-05-10T22:34:01.755Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, December 13, 2011"
"2770","doi:10.18739/A2HW15","2018-04-09T21:36:55.097Z","urn:node:ARCTIC","WHOI Ice Tethered Profiler #1"
"2771","doi:10.18739/A2NK3647Q","2018-11-15T02:11:19.685Z","urn:node:ARCTIC","Autonomous Ice Mass Balance Buoy Observations, Buoy 2001A, Central Arctic, 2001"
"2772","doi:10.18739/A2B94W","2016-09-15T18:07:09.234Z","urn:node:ARCTIC","Passive acoustic data from Davis Strait - C1 9 of 17 (120919-1200-C1-07992.wav to 121031-0200-C1-08990.wav)"
"2773","doi:10.5065/D6CJ8BKN","2016-04-02T12:27:40.893Z","urn:node:ARCTIC","HLY-04-04 ADCP Data (5-min Averages) [Muenchow, A.]"
"2774","doi:10.18739/A27C7S","2016-04-02T04:24:34.363Z","urn:node:ARCTIC","Barrow_timeseries_photos_Tower"
"2775","doi:10.18739/A22H2Q","2016-09-17T05:20:59.439Z","urn:node:ARCTIC","Passive acoustic data from Davis Strait - C1 8 of 17 (120808-2100-C1-06993.wav to 120919-1100-C1-07991.wav)"
"2776","doi:10.18739/A2HD2Q","2016-04-02T06:24:49.162Z","urn:node:ARCTIC","I8 Inlet CSASN Discharge 2011"
"2777","doi:10.18739/A2ZC7RT62","2019-02-28T22:12:50.602Z","urn:node:ARCTIC","Photochemical halogen and ozone experiment: mass exchange in the lower troposphere, Utqiagvik (Barrow), Alaska, 2016"
"2778","doi:10.18739/A25C75","2016-04-02T04:24:58.837Z","urn:node:ARCTIC","Barrow_field_201101_SnowDepthandDrift"
"2779","doi:10.5065/D657193B","2016-04-02T12:18:49.119Z","urn:node:ARCTIC","Beaufort Sea Sediment Core Lipid Analysis, Station 5 (Excel) [Harvey, R.]"
"2780","doi:10.5065/D64J0C6X","2016-04-02T12:41:16.542Z","urn:node:ARCTIC","HLY-04-03 Primary Production (ASCII) [Hill, V.]"
"2781","doi:10.5065/D6V122Z5","2016-04-02T15:32:20.324Z","urn:node:ARCTIC","Ivotuk Thaw Depth Measurements (ASCII) [Hinzman, L.]"
"2782","doi:10.18739/A2NP7M","2016-04-02T08:53:32.879Z","urn:node:ARCTIC","NCEP ADP Global Upper Air Observation Subsets December 1972 - continuing"
"2783","doi:10.18739/A2SN98","2017-11-03T00:34:54.026Z","urn:node:ARCTIC","Photogrammetric scans of aerial photographs of North American glaciers, 1973. Roll 2 jpegs"
"2784","doi:10.18739/A2SS7W","2016-04-02T10:28:37.249Z","urn:node:ARCTIC","CSASN Specific Conductance and Temperature"
"2785","doi:10.18739/A2ZC11","2017-09-13T19:43:45.509Z","urn:node:ARCTIC","Black Rapids glacier bedrock GPS data, Eastern Alaska Range, 2012-2014"
"2786","doi:10.18739/A2VP5Q","2016-04-02T08:15:59.783Z","urn:node:ARCTIC","Soil properties and nutrient concentrations by depth from the Anaktuvuk River Fire site in 2011"
"2787","doi:10.18739/A21W0F","2018-02-14T17:18:32.552Z","urn:node:ARCTIC","Metagenome assembly and protein detection for bacterial communities within supra- and sub-glacial meltwaters of Kangerlussauq, Greenland across the 2012 melting season"
"2788","doi:10.18739/A2VW18","2018-05-10T18:39:25.910Z","urn:node:ARCTIC","Hydroxyl (OH) airglow image data, Alaska, November 6, 2011"
"2789","doi:10.18739/A2QG5D","2018-04-10T22:24:48.980Z","urn:node:ARCTIC","LeConte Glacier passive seismic data, 2016-2017"
"2790","doi:10.5065/D62J6902","2016-04-02T11:11:20.327Z","urn:node:ARCTIC","Meteorology measurements during OASIS Barrow field intensive Spring 2009"
